ID,Book_length_min,Book_length_char,Avg_rating,Rating_count,Review_score,Price,Discount,Total_minutes_listened,Completion,Support_requests,Target,Support_request
12550,324.0,324,12.8,12.8,1,10.0,0.67,217.08,0.1,0,0,0
12746,1080.0,1080,5.33,5.33,0,8.91,0.45,486.0,0.1,1,0,1
13980,2160.0,2160,7.99,7.99,0,8.91,0.17,367.2,0.1,341,0,20
15550,1620.0,1620,8.99,8.99,1,9.5,0.0,0.0,1.0,345,1,20
15879,648.0,648,7.99,7.99,0,8.91,0.62,401.76,0.1,48,0,20
22933,648.0,648,10.82,10.82,1,9.0,0.99,641.52,0.1,1,0,1
23754,2160.0,2160,10.13,10.13,0,8.91,0.03,64.8,0.1,3,0,3
25528,1368.0,4104,7.27,21.81,0,8.0,0.0,0.0,0.1,0,1,0
26426,540.0,540,50.67,25.6,1,10.0,1.0,540.0,0.1,347,0,20
28752,540.0,540,6.92,6.92,1,10.0,1.0,540.0,0.1,2,0,2
31150,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,1,0,1
111,1231.2,6156,7.15,25.6,0,9.0,0.0,0.0,0.1,2,1,2
117,648.0,648,8.99,8.99,0,8.91,0.17,110.16,0.1,174,0,20
419,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,76,0,20
1122,1368.0,4104,10.13,25.6,0,8.91,0.0,0.0,0.1,30,1,20
1165,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
1174,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
1193,1188.0,1188,5.33,5.33,0,8.91,0.4,475.2,0.1,3,0,3
1828,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,238,0,20
1862,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
2001,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0.1,0,0,0
2022,864.0,1728,6.67,13.33,0,8.91,0.0,0.0,0.1,139,1,20
2073,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,183,0,20
2195,1188.0,1188,5.87,5.87,0,8.91,0.2,237.6,0.1,22,0,20
2256,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
2423,1188.0,1188,5.87,5.87,0,8.91,0.0,0.0,0.1,100,1,20
2484,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
2554,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
2829,1188.0,1188,5.33,5.33,1,9.0,0.0,0.0,0.1,20,1,20
2876,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,160,0,20
3171,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
3379,1080.0,1080,10.13,10.13,0,8.91,0.02,21.6,0.1,33,0,20
4007,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
4053,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
4208,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0.1,0,0,0
4337,594.0,2376,4.51,18.05,0,8.91,0.0,0.0,0.1,338,1,20
4347,1188.0,1188,5.33,5.33,0,8.91,0.7,831.6,0.1,33,0,20
4383,1116.0,3348,8.0,24.0,0,8.91,0.0,0.0,0.1,0,1,0
4491,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
4575,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,176,1,20
4696,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,326,1,20
4750,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
4767,1080.0,1080,10.13,10.13,0,8.91,0.02,21.6,0.1,3,0,3
4985,1188.0,1188,5.87,5.87,0,8.91,0.0,0.0,0.1,0,0,0
5181,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,63,0,20
5211,1674.0,3348,5.33,10.67,0,8.91,0.0,0.0,0.1,257,1,20
5328,2160.0,2160,10.13,10.13,1,7.0,0.38,820.8,0.1,261,0,20
5400,1188.0,1188,5.33,5.33,1,10.0,0.31,368.28,0.1,188,0,20
5797,1620.0,1620,5.33,5.33,0,8.91,0.14,226.8,0.1,119,0,20
6017,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0.1,0,0,0
6027,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,1,0,1
6160,1188.0,1188,5.33,5.33,0,8.91,0.02,23.76,0.1,7,0,7
6436,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
6449,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,170,1,20
6569,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
6680,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,121,0,20
6750,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,20,0,20
6952,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,222,1,20
7155,1188.0,1188,5.33,5.33,0,8.91,0.02,23.76,0.1,43,0,20
7209,1188.0,1188,5.99,5.99,0,8.91,0.47,558.36,0.1,209,0,20
7223,1674.0,3348,6.67,13.33,0,8.91,0.0,0.0,0.1,0,1,0
7838,1188.0,1188,5.33,5.33,1,10.0,0.0,0.0,0.1,178,1,20
8062,1188.0,1188,5.87,5.87,0,8.91,0.0,0.0,0.1,0,0,0
8284,1188.0,1188,6.09,6.09,0,8.91,0.0,0.0,0.1,0,1,0
8629,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
8652,1188.0,1188,10.38,10.38,0,8.91,0.01,11.88,0.1,257,0,20
8773,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0.1,17,1,17
8952,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
9734,1620.0,1620,6.13,6.13,1,10.0,0.16,259.2,1.0,349,0,20
10481,1188.0,1188,6.09,6.09,0,8.91,0.24,285.12,0.1,335,0,20
10616,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,113,0,20
10842,1188.0,1188,4.12,4.18,0,8.91,0.0,0.0,0.1,297,0,20
10946,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0.1,66,1,20
11019,2160.0,2160,10.13,10.13,0,8.91,0.33,712.8,0.1,118,0,20
11180,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,35,1,20
11181,1188.0,1188,5.33,5.33,0,10.0,0.0,0.0,0.1,1,1,1
11306,1188.0,1188,6.09,6.09,0,8.91,0.32,380.16,0.1,319,0,20
11340,1188.0,1188,4.09,4.18,0,8.91,0.17,201.96,0.1,333,0,20
11609,2160.0,2160,7.99,7.99,1,7.0,0.06,129.6,0.1,192,0,20
11610,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
11657,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,0,0,0
11808,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0.1,289,0,20
11906,1188.0,1188,6.34,6.34,0,8.91,0.0,0.0,0.1,324,1,20
11972,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,1,0,1
12637,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,100,0,20
12757,2160.0,2160,6.09,6.09,0,8.91,0.27,583.2,0.1,196,0,20
12892,1188.0,1188,5.87,5.87,0,8.91,0.0,0.0,0.1,291,0,20
13028,1188.0,1188,5.33,5.33,1,8.0,0.0,0.0,1.0,122,1,20
13034,1188.0,1188,5.33,5.33,0,8.91,0.11,130.68,0.1,51,0,20
13113,1188.0,1188,5.33,5.33,0,8.91,0.07,83.16,0.1,0,0,0
13307,2160.0,2160,5.99,5.99,0,8.91,0.0,0.0,0.1,213,0,20
13457,1080.0,1080,8.0,8.0,0,8.91,0.49,529.2,0.1,0,0,0
13478,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,31,1,20
13552,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
13601,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
13743,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,55,1,20
13755,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,73,1,20
13861,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
13975,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
13982,1188.0,1188,5.33,5.33,1,8.0,0.0,0.0,0.1,194,1,20
14089,648.0,648,10.13,10.13,0,8.91,0.12,77.76,0.1,4,0,4
14262,1188.0,1188,5.33,5.33,0,8.91,0.1,118.8,0.1,1,0,1
14280,1188.0,1188,5.33,5.33,0,8.91,0.31,368.28,0.1,1,0,1
14385,1188.0,1188,5.99,5.99,0,8.91,0.27,320.76,0.1,163,0,20
14671,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
14717,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,1,1,1
14819,1188.0,1188,5.33,5.33,0,8.91,0.11,130.68,0.1,37,0,20
15281,1188.0,1188,6.92,6.92,0,8.91,0.01,11.88,0.1,1,0,1
15559,1620.0,1620,5.33,5.33,1,9.0,0.53,858.6,1.0,1,0,1
15584,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0.1,272,0,20
15682,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,1,1,1
15700,2160.0,2160,6.92,6.92,0,8.91,0.02,43.2,0.1,27,0,20
15784,1188.0,1188,5.33,5.33,1,7.0,0.34,403.92,0.1,251,0,20
16198,648.0,648,8.0,8.0,1,10.0,1.0,648.0,0.1,34,0,20
16504,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
16612,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
16697,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
17236,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
17660,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,25,1,20
17843,1188.0,1188,5.33,5.33,0,8.91,0.02,23.76,0.1,7,0,7
18317,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0.1,87,0,20
18586,1188.0,1188,5.33,5.33,0,8.91,0.13,154.44,0.1,224,0,20
18763,1188.0,1188,5.33,5.33,1,10.0,0.24,285.12,0.1,19,0,19
19163,1188.0,1188,4.12,4.18,0,8.91,0.0,0.0,0.1,1,0,1
19165,1620.0,1620,7.69,7.69,0,8.91,0.0,0.0,0.1,0,0,0
19654,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
19689,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,282,0,20
19762,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
19847,1188.0,1188,5.33,5.33,0,8.91,0.04,47.52,0.1,62,0,20
20200,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
20307,1620.0,1620,10.13,10.13,0,8.91,0.37,599.4,0.1,9,0,9
20480,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
20542,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
20809,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
21094,1620.0,1620,7.72,7.72,0,8.91,0.0,0.0,0.1,148,1,20
21172,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
21685,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
21748,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
22236,1620.0,1620,5.33,5.33,0,8.91,0.02,32.4,0.1,112,0,20
22391,1188.0,1188,6.09,6.09,0,8.91,0.0,0.0,0.1,0,1,0
22422,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0.1,0,0,0
22504,1188.0,1188,5.33,5.33,0,8.91,0.12,142.56,0.1,259,0,20
22682,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0.1,345,0,20
22866,1080.0,4320,6.72,25.6,0,8.91,0.0,0.0,0.1,321,1,20
22979,1188.0,1188,5.33,5.33,1,10.0,1.0,1188.0,0.1,33,0,20
23197,1404.0,2808,6.67,13.33,0,10.0,0.0,0.0,0.1,10,1,10
23387,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
23438,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,201,1,20
23629,1188.0,1188,10.13,10.13,1,8.0,0.1,118.8,0.1,0,0,0
24156,2160.0,2160,7.99,7.99,1,10.0,0.03,64.8,0.1,213,0,20
24163,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,105,0,20
24165,648.0,648,5.99,5.99,0,8.91,0.0,0.0,0.1,314,1,20
24317,1188.0,1188,6.09,6.09,0,8.91,0.06,71.28,0.1,350,0,20
24415,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
24589,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
24703,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,273,1,20
24746,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
24863,1188.0,1188,5.33,5.33,0,8.91,0.01,11.88,0.1,239,0,20
24988,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,331,0,20
25064,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,68,0,20
25080,1188.0,1188,5.33,5.33,1,9.0,0.0,0.0,0.1,277,1,20
25482,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0.1,0,1,0
25621,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0.1,18,0,18
25695,1188.0,1188,5.87,5.87,0,8.91,0.0,0.0,0.1,1,0,1
25927,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
26054,1188.0,1188,5.33,5.33,1,8.0,0.0,0.0,1.0,345,1,20
26675,1188.0,1188,5.33,5.33,0,8.91,0.11,130.68,0.1,120,0,20
26752,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,21,0,20
26782,1188.0,1188,5.33,5.33,0,8.91,0.04,47.52,0.1,1,0,1
26842,1674.0,3348,5.33,10.67,0,8.91,0.0,0.0,0.1,24,1,20
26862,1188.0,1188,5.99,5.99,0,8.91,0.01,11.88,0.1,0,0,0
27174,648.0,648,10.13,10.13,0,8.91,0.0,0.0,0.1,53,1,20
27313,648.0,648,5.33,5.33,0,8.91,0.02,12.96,0.1,8,0,8
27662,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
28045,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,1.0,331,0,20
28177,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,1.0,144,1,20
28187,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
28295,2160.0,2160,6.92,6.92,0,8.91,0.0,0.0,0.1,12,1,12
29312,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,196,1,20
30212,1188.0,1188,5.33,5.33,1,10.0,0.8,950.4,0.1,167,0,20
30251,1188.0,1188,5.33,5.33,1,10.0,0.54,641.52,0.1,348,0,20
30316,2160.0,2160,7.99,7.99,0,8.91,0.13,280.8,0.1,236,0,20
30347,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
30864,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,281,0,20
30927,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0.1,0,0,0
31182,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
31196,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,27,1,20
31208,1620.0,1620,6.13,6.13,1,10.0,0.6,972.0,0.1,1,0,1
31363,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,0,0,0
31408,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
31620,1188.0,1188,6.09,6.09,1,10.0,0.5,594.0,1.0,61,0,20
31657,1188.0,1188,5.33,5.33,0,8.91,0.12,142.56,0.1,33,0,20
31874,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,0,0,0
31984,1188.0,1188,5.33,5.33,0,8.91,0.9,1069.2,0.1,177,0,20
32269,1188.0,1188,5.87,5.87,0,8.91,0.0,0.0,0.1,0,0,0
32441,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,58,1,20
32804,1674.0,3348,6.82,13.63,0,8.91,0.0,0.0,0.1,108,1,20
33125,1188.0,1188,5.33,5.33,0,8.91,0.15,178.2,0.1,3,0,3
33445,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0.1,0,0,0
221,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,11,0,11
579,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0.1,84,0,20
681,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,5,0,5
845,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,0,0,0
878,1188.0,1188,5.33,5.33,0,8.91,0.02,23.76,0.1,0,0,0
1007,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,292,0,20
1512,1080.0,1080,8.0,8.0,0,8.91,0.18,194.4,0.1,3,0,3
1533,1188.0,1188,13.15,13.15,0,8.91,0.0,0.0,0.1,347,1,20
1564,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,0,1,0
1614,1188.0,1188,5.87,5.87,1,10.0,0.0,0.0,0.1,343,1,20
1772,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,10,0,10
1858,1188.0,1188,5.33,5.33,1,6.0,0.0,0.0,0.1,230,1,20
1873,1188.0,1188,5.33,5.33,0,8.91,0.11,130.68,0.1,4,0,4
2004,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
2162,1188.0,1188,6.09,6.09,0,8.91,0.0,0.0,0.1,0,1,0
2316,2160.0,2160,10.13,10.13,1,10.0,0.33,712.8,0.1,113,0,20
2520,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0.1,50,0,20
2707,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
2729,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0.1,12,1,12
2770,648.0,648,10.13,10.13,0,8.91,0.0,0.0,0.1,0,0,0
2837,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,344,1,20
3149,1188.0,1188,5.87,5.87,0,8.91,0.0,0.0,0.1,1,0,1
3230,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0.1,0,0,0
3315,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,337,0,20
3395,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
3487,2160.0,2160,8.0,8.0,1,6.0,0.05,108.0,0.1,14,0,14
3647,1188.0,1188,6.92,6.92,0,8.91,0.01,11.88,0.1,229,0,20
3697,1188.0,1188,5.33,5.33,0,8.91,0.05,59.4,0.1,2,0,2
3891,2160.0,2160,10.13,10.13,0,8.91,0.0,0.0,0.1,344,1,20
3953,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,45,0,20
4167,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
4269,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,138,0,20
4548,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
4599,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,0,0,0
4625,324.0,324,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
4915,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
5035,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,155,1,20
5047,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
5075,2160.0,2160,8.0,8.0,0,8.91,0.49,1058.4,0.1,177,0,20
5166,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0.1,0,0,0
5546,1188.0,1188,5.33,5.33,0,8.91,0.2,237.6,0.1,13,0,13
5710,648.0,648,7.99,7.99,0,8.91,0.35,226.8,0.1,294,0,20
5801,2160.0,2160,7.99,7.99,0,8.91,0.0,0.0,0.1,265,0,20
5874,1188.0,1188,5.87,5.87,0,8.91,0.0,0.0,0.1,0,0,0
5879,1188.0,1188,5.33,5.33,0,8.91,0.12,142.56,0.1,14,0,14
5987,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
6006,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
6028,1188.0,1188,8.99,8.99,0,8.91,0.67,795.96,0.1,182,0,20
6327,216.0,216,8.0,8.0,0,8.91,0.0,0.0,0.1,0,1,0
6491,1188.0,1188,10.13,10.13,0,8.91,0.0,0.0,0.1,0,0,0
6663,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,49,1,20
6699,1188.0,1188,5.99,5.99,1,10.0,0.0,0.0,1.0,14,1,14
6806,1080.0,1080,10.13,10.13,0,8.91,0.14,151.2,0.1,0,0,0
7017,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
7349,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
7363,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
7486,1188.0,1188,8.0,8.0,0,8.91,0.08,95.04,0.1,48,0,20
7571,1188.0,1188,5.33,5.33,0,10.0,0.0,0.0,0.1,171,1,20
7629,1188.0,1188,5.33,5.33,1,10.0,0.09,106.92,0.1,54,0,20
7633,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,345,0,20
7657,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0.1,24,0,20
7700,1080.0,1080,7.99,7.99,0,8.91,0.0,0.0,0.1,0,0,0
7947,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,287,1,20
8127,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
8266,1188.0,1188,5.33,5.33,0,8.91,0.01,11.88,0.1,192,0,20
8476,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
8523,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
8534,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
8777,1188.0,1188,6.09,6.09,0,8.91,0.17,201.96,0.1,122,0,20
8824,1188.0,1188,6.92,6.92,1,9.0,0.22,261.36,0.1,8,0,8
9079,702.0,1404,8.36,16.72,0,8.91,0.0,0.0,0.1,0,1,0
9195,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
9212,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
9220,1188.0,1188,5.33,5.33,0,8.91,0.24,285.12,0.1,106,0,20
9298,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0.1,0,0,0
9472,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,1,1,1
9556,1188.0,1188,5.33,5.33,1,10.0,0.53,629.64,0.1,51,0,20
9824,576.0,1728,6.04,18.13,0,8.91,0.0,0.0,0.1,151,1,20
9855,1188.0,1188,4.09,4.18,0,8.91,0.47,558.36,0.1,237,0,20
9885,2160.0,2160,8.0,8.0,0,8.91,0.0,0.0,0.1,20,0,20
10249,1188.0,1188,8.99,8.99,0,8.91,0.0,0.0,0.1,0,1,0
10335,1188.0,1188,5.33,5.33,0,8.91,0.89,1057.32,0.1,164,0,20
10562,1188.0,1188,5.33,5.33,0,10.0,0.0,0.0,0.1,0,1,0
10611,1080.0,1080,10.13,10.13,0,8.91,0.18,194.4,0.1,7,0,7
10646,1188.0,1188,6.92,6.92,0,8.91,0.0,0.0,0.1,0,0,0
10681,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,4,1,4
10741,1188.0,1188,5.33,5.33,0,8.91,1.0,1188.0,1.0,8,0,8
10764,1188.0,1188,5.87,5.87,0,8.91,0.01,11.88,0.1,154,0,20
10851,1404.0,2808,5.87,11.73,0,8.91,0.0,0.0,0.1,170,1,20
11116,1188.0,1188,6.13,6.13,0,8.91,0.0,0.0,0.1,0,0,0
11465,1188.0,1188,5.87,5.87,0,8.91,0.06,71.28,0.1,37,0,20
11481,1674.0,3348,6.13,12.27,0,8.91,0.0,0.0,0.1,4,1,4
11489,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,58,0,20
11532,1404.0,2808,5.33,10.67,0,8.5,0.0,0.0,0.1,12,1,12
11558,1188.0,1188,5.99,5.99,0,8.91,0.0,0.0,0.1,0,0,0
11612,1620.0,1620,10.38,10.38,0,8.91,0.0,0.0,0.1,0,1,0
11715,1188.0,1188,5.87,5.87,0,8.91,0.02,23.76,0.1,230,0,20
11902,1188.0,1188,5.33,5.33,0,8.91,0.02,23.76,0.1,0,0,0
12055,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
12096,1620.0,1620,5.33,5.33,0,8.91,0.01,16.2,0.1,16,0,16
12322,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,1,0
12344,1188.0,1188,5.33,5.33,1,10.0,0.58,689.04,0.1,120,0,20
12359,2160.0,2160,8.0,8.0,0,8.91,0.26,561.6,0.1,157,0,20
12438,756.0,1512,4.12,8.25,0,8.91,0.0,0.0,0.1,0,1,0
12480,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
12516,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
12712,1188.0,1188,5.33,5.33,0,8.91,0.01,11.88,0.1,58,0,20
12878,1188.0,1188,5.33,5.33,0,8.91,0.06,71.28,0.1,346,0,20
13006,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
13018,1188.0,1188,5.33,5.33,0,8.91,0.07,83.16,0.1,7,0,7
13084,1188.0,1188,8.99,8.99,0,8.91,0.17,201.96,0.1,191,0,20
13168,1188.0,1188,5.33,5.33,0,8.91,0.07,83.16,0.1,112,0,20
13202,1620.0,1620,5.33,5.33,0,8.91,0.45,729.0,0.1,3,0,3
13368,1188.0,1188,6.92,6.92,0,8.91,0.04,47.52,0.1,1,0,1
13395,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
13788,1116.0,3348,6.22,18.67,0,8.91,0.0,0.0,0.1,0,1,0
14412,2160.0,2160,8.99,8.99,0,8.91,0.0,0.0,0.1,279,0,20
14583,1188.0,1188,5.33,5.33,1,10.0,0.6,712.8,0.1,202,0,20
14775,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
14855,1188.0,1188,5.33,5.33,0,8.91,0.0,0.0,0.1,0,0,0
14863,1620.0,1620,8.0,8.0,0,8.91,0.0,0.0,0.1,0,1,0
15064,1620.0,1620,5.33,5.33,0,8.91,0.04,64.8,0.1,6,0,6
15180,1188.0,1188,6.09,6.09,0,8.91,0.43,510.84,0.1,268,0,20
15263,1188.0,1188,5.33,5.33,1,10.0,0.28,332.64,0.1,125,0,20
15614,1188.0,1188,5.33,5.33,1,10.0,0.71,843.48,0.1,217,0,20
